sample,spec,se_type,n_event_coefficients,min_std_error,median_std_error,max_std_error,near_zero_se_count,nonfinite_se_count,vcov_dim,vcov_rank,vcov_rank_deficiency,vcov_status,repair_required,vcov_repaired,min_eigenvalue,diagnostic_note
diagnostic_1952_start,interacted_core_controls_diagnostic,conley_750km,17,0.0011282279642388612,0.0038820771318943577,0.0058690814560118385,0,1,68,68,0,repair_required,TRUE,FALSE,-4.917239635232138e-4,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
diagnostic_1952_start,interacted_core_controls_diagnostic,driscoll_kraay_lag1,17,3.8285483706979896e-16,4.253491474577335e-16,8.04182325321977e-16,17,0,68,28,40,ok,FALSE,FALSE,-1.1376513810553523e-43,Suspicious near-zero Driscoll-Kraay SEs and rank-deficient VCOV; do not report without further diagnosis.
diagnostic_1952_start,interacted_core_controls_diagnostic,heteroskedastic,17,0.0023645385604930402,0.002905940899556839,0.00517762015341799,0,0,68,68,0,ok,FALSE,FALSE,1.441323253205237e-6,NA
diagnostic_1952_start,interacted_core_controls_diagnostic,newey_west_lag1,17,0.0019189658043372595,0.0029900734718288666,0.005327522204702437,0,0,68,68,0,ok,FALSE,FALSE,7.01107523226816e-7,NA
diagnostic_1952_start,minimal_full_panel,cluster_cz,17,0.0012446924719549677,0.003849100217887864,0.00687178065366033,0,0,17,17,0,ok,FALSE,FALSE,7.944402910257718e-8,NA
diagnostic_1952_start,minimal_full_panel,cluster_cz_year,17,3.389797079235754e-4,9.342026061315185e-4,0.0022608822820337623,0,7,17,17,0,repair_required,TRUE,FALSE,-3.8479328535321644e-5,Two-way clustering includes very few year clusters; use as diagnostic only.
diagnostic_1952_start,minimal_full_panel,cluster_state,17,0.0016512610203751033,0.004919048840231689,0.00876986429766923,0,0,17,17,0,ok,FALSE,FALSE,4.4807616513250406e-8,NA
diagnostic_1952_start,minimal_full_panel,conley_1000km,17,0.0013981959071611154,0.005819295205734098,0.012512514104728327,0,0,17,17,0,repair_required,TRUE,FALSE,-1.5160572081624823e-5,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
diagnostic_1952_start,minimal_full_panel,conley_250km,17,0.0018948054139932458,0.005103929520383843,0.0087177166176096825,0,0,17,17,0,repair_required,TRUE,FALSE,-7.56084688111178e-8,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
diagnostic_1952_start,minimal_full_panel,conley_500km,17,0.0019133774502759727,0.0053148720853303764,0.010724913552523219,0,0,17,17,0,repair_required,TRUE,FALSE,-1.1171719036446307e-5,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
diagnostic_1952_start,minimal_full_panel,conley_750km,17,0.0021887923563076437,0.005470973432199065,0.011414650087586898,0,0,17,17,0,repair_required,TRUE,FALSE,-2.329509318324347e-5,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
diagnostic_1952_start,minimal_full_panel,driscoll_kraay_lag1,17,6.00895344507574e-17,6.287396664377051e-17,7.957358736690577e-17,17,0,17,17,0,ok,FALSE,FALSE,1.969399070475807e-37,Suspicious near-zero Driscoll-Kraay SEs; do not report without further diagnosis.
diagnostic_1952_start,minimal_full_panel,heteroskedastic,17,0.0020400134151135605,0.003994721590807799,0.006697033366802553,0,0,17,17,0,ok,FALSE,FALSE,1.9868295705531486e-6,NA
diagnostic_1952_start,minimal_full_panel,newey_west_lag1,17,0.0017522461270655508,0.004110376455983296,0.006890925349887198,0,0,17,17,0,ok,FALSE,FALSE,1.4073680597444839e-6,NA
main_1972_start,interacted_controls_full_panel,cluster_cz,12,0.001144890835266521,0.0027069054778999535,0.0032708800926708284,0,0,84,84,0,ok,FALSE,FALSE,1.915531025559778e-8,NA
main_1972_start,interacted_controls_full_panel,cluster_cz_year,12,0.001083501108082304,0.0016456323124091057,0.002025355288442357,0,5,84,84,0,repair_required,TRUE,FALSE,-6.598628037536284e-4,Two-way clustering includes very few year clusters; use as diagnostic only.
main_1972_start,interacted_controls_full_panel,cluster_state,12,0.0012616753927600897,0.0030857112544543557,0.0038112055182970973,0,0,84,47,37,ok,FALSE,FALSE,-1.2030549867745926e-18,VCOV is rank deficient; use as diagnostic only unless justified.
main_1972_start,interacted_controls_full_panel,conley_1000km,12,0.00108536068370117,0.003957197584457736,0.004709357566142625,0,0,84,84,0,repair_required,TRUE,FALSE,-0.0019790150996475747,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel,conley_250km,12,0.001357657394611703,0.0033711107281846247,0.004102211924143017,0,0,84,84,0,repair_required,TRUE,FALSE,-9.743652846054442e-5,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel,conley_500km,12,0.0012570785005977662,0.003591590472700663,0.003964910999098566,0,0,84,84,0,repair_required,TRUE,FALSE,-7.050966127652228e-4,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel,conley_750km,12,0.0011994349627824166,0.0038919969782513974,0.004877283759985903,0,0,84,84,0,repair_required,TRUE,FALSE,-0.0011557408620308407,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel,driscoll_kraay_lag1,12,2.9872218601105534e-15,3.000382768281447e-15,3.047052269987754e-15,12,0,84,26,58,ok,FALSE,FALSE,-1.059213343910468e-41,Suspicious near-zero Driscoll-Kraay SEs and rank-deficient VCOV; do not report without further diagnosis.
main_1972_start,interacted_controls_full_panel,heteroskedastic,12,0.0021176198657812733,0.002444549847404398,0.0033736570193015204,0,0,84,84,0,ok,FALSE,FALSE,1.0389234609547653e-6,NA
main_1972_start,interacted_controls_full_panel,newey_west_lag1,12,0.001788135500690352,0.0025442326064601,0.0035112264945767785,0,0,84,84,0,ok,FALSE,FALSE,5.80945878328895e-7,NA
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz,12,0.0011448908352662596,0.0027069054778989477,0.0032708800926699705,0,0,84,84,0,ok,FALSE,FALSE,8.544315524909207e-10,NA
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_cz_year,12,0.0010835011080815647,0.0016456323124083266,0.0020253552884416945,0,5,84,84,0,repair_required,TRUE,FALSE,-0.00193612633509169,Two-way clustering includes very few year clusters; use as diagnostic only.
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,cluster_state,12,0.0012616753927600726,0.003085711254453784,0.003811205518296212,0,0,84,52,32,ok,FALSE,FALSE,-7.47762084215082e-19,VCOV is rank deficient; use as diagnostic only unless justified.
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_1000km,12,0.0010853606837028806,0.003957197584455216,0.004709357566140075,0,0,84,84,0,repair_required,TRUE,FALSE,-0.0028598960797052183,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_250km,12,0.0013576573946122153,0.003371110728184003,0.004102211924141704,0,0,84,84,0,repair_required,TRUE,FALSE,-1.3887698056900928e-5,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_500km,12,0.0012570785005974854,0.003591590472699243,0.0039649109990969955,0,0,84,84,0,repair_required,TRUE,FALSE,-7.107092209458598e-4,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,conley_750km,12,0.0011994349627835754,0.003891996978249274,0.004877283759983929,0,0,84,84,0,repair_required,TRUE,FALSE,-3.9385967744780064e-4,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,driscoll_kraay_lag1,12,9.548337177139338e-16,9.63438712247458e-16,1.069995941683598e-15,12,0,84,15,69,ok,FALSE,FALSE,-3.0498653640933716e-41,Suspicious near-zero Driscoll-Kraay SEs and rank-deficient VCOV; do not report without further diagnosis.
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,heteroskedastic,12,0.002117619865780552,0.002444549847403751,0.003373657019301005,0,0,84,84,0,ok,FALSE,FALSE,6.603593861113399e-8,NA
main_1972_start,interacted_controls_full_panel_raw_controls_diagnostic,newey_west_lag1,12,0.0017881355006898081,0.0025442326064594074,0.0035112264945762126,0,0,84,84,0,ok,FALSE,FALSE,4.0331159483906826e-8,NA
main_1972_start,interacted_core_controls_diagnostic,cluster_cz,12,0.001135978070372534,0.0026025056279909966,0.0029282153720447965,0,0,48,48,0,ok,FALSE,FALSE,3.395849541703905e-8,NA
main_1972_start,interacted_core_controls_diagnostic,cluster_cz_year,12,0.0011465212392575512,0.0014101652418162143,0.0017765556158289384,0,5,48,48,0,repair_required,TRUE,FALSE,-4.382843171976456e-4,Two-way clustering includes very few year clusters; use as diagnostic only.
main_1972_start,interacted_core_controls_diagnostic,cluster_state,12,0.0012827949508164391,0.003044630621702354,0.0037394100239534355,0,0,48,48,0,ok,FALSE,FALSE,-5.0898725496800544e-20,NA
main_1972_start,interacted_core_controls_diagnostic,conley_1000km,12,0.0010034116985531982,0.0034260766944624456,0.00556637617434961,0,0,48,48,0,repair_required,TRUE,FALSE,-3.335390685622669e-4,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_core_controls_diagnostic,conley_250km,12,0.001293669143478924,0.00339124622862424,0.004062390372636674,0,0,48,48,0,repair_required,TRUE,FALSE,-1.074277810435513e-5,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_core_controls_diagnostic,conley_500km,12,5.941498328640881e-4,0.0036777454949140104,0.004383983856763018,0,0,48,48,0,repair_required,TRUE,FALSE,-8.345036351213428e-5,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_core_controls_diagnostic,conley_750km,12,0.0011412114521986674,0.003744668741990842,0.005708733384278453,0,0,48,48,0,repair_required,TRUE,FALSE,-1.8519056157761677e-4,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,interacted_core_controls_diagnostic,driscoll_kraay_lag1,12,1.4784386587295406e-15,1.4820122765487852e-15,1.6156335184911396e-15,12,0,48,13,35,ok,FALSE,FALSE,-5.276352032342707e-43,Suspicious near-zero Driscoll-Kraay SEs and rank-deficient VCOV; do not report without further diagnosis.
main_1972_start,interacted_core_controls_diagnostic,heteroskedastic,12,0.00210514678062114,0.0023784832742657232,0.0032685344802387386,0,0,48,48,0,ok,FALSE,FALSE,1.0686762714856044e-6,NA
main_1972_start,interacted_core_controls_diagnostic,newey_west_lag1,12,0.0017767200708881318,0.00247547200018528,0.0034018173156879377,0,0,48,48,0,ok,FALSE,FALSE,6.499326262048837e-7,NA
main_1972_start,minimal_full_panel,cluster_cz,12,0.0012446555847933894,0.0036329981673979975,0.0068715770045750905,0,0,12,12,0,ok,FALSE,FALSE,8.844430936487922e-8,NA
main_1972_start,minimal_full_panel,cluster_cz_year,12,0.0017578998908326954,0.0030910730623752236,0.004252902269171874,0,6,12,12,0,repair_required,TRUE,FALSE,-4.028184525402244e-5,Two-way clustering includes very few year clusters; use as diagnostic only.
main_1972_start,minimal_full_panel,cluster_state,12,0.0016512120843257315,0.004453384329620063,0.008769604397807444,0,0,12,12,0,ok,FALSE,FALSE,6.244037640557328e-8,NA
main_1972_start,minimal_full_panel,conley_1000km,12,0.0016323558224110597,0.0062736707929230695,0.012656506348633361,0,0,12,12,0,repair_required,TRUE,FALSE,-7.2837246191281754e-6,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,minimal_full_panel,conley_250km,12,0.001916610566901584,0.004685729126592368,0.008818038868357242,0,0,12,12,0,ok,FALSE,FALSE,8.366316676711944e-8,NA
main_1972_start,minimal_full_panel,conley_500km,12,0.001935396327553035,0.005529593849484378,0.010848334341917745,0,0,12,12,0,repair_required,TRUE,FALSE,-5.694662959980063e-6,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,minimal_full_panel,conley_750km,12,0.002213980669398702,0.006072046343688639,0.011546008267545527,0,0,12,12,0,repair_required,TRUE,FALSE,-4.142522177504536e-6,Conley VCOV is non-positive-definite before repair or requires numerical repair; diagnostic only unless separately justified.
main_1972_start,minimal_full_panel,driscoll_kraay_lag1,12,1.6950513262005017e-16,1.758635046114135e-16,2.0373363144205713e-16,12,0,12,12,0,ok,FALSE,FALSE,8.856624225959867e-36,Suspicious near-zero Driscoll-Kraay SEs; do not report without further diagnosis.
main_1972_start,minimal_full_panel,heteroskedastic,12,0.002553823378530936,0.003223458982693948,0.005742758411232656,0,0,12,12,0,ok,FALSE,FALSE,2.2323888029852207e-6,NA
main_1972_start,minimal_full_panel,newey_west_lag1,12,0.002107196983395979,0.0033036123432750963,0.005976934042230841,0,0,12,12,0,ok,FALSE,FALSE,1.2362021098494714e-6,NA
